text,aspect,label
will i lose quality each time,quality,0
coryzibell trostcodes notionhq apple notes  login to when not on macos,macos,1
certain keyboard functions are not compatible with the app,app,0
there is a very unpleasant dynamic resizing happening on my tablet s lite,lite,0
good products but more items to be added and last order should be allowed till  of clock night,items,2
i found the allow support access feature and appreciate it very much,support,1
hands down the best i have found in  years,hands,2
tour refund policy for reduction on supply of milk packet in not good,milk,0
i have looked there and the text does not have a layer,text,1
great app for students,app,2
nocodeluc notionhq why invent a new shortcut for the bullet points tho,shortcut,0
so when i click the reading notes on the table of reading list id like it direct me directly to the page of the reading note,notes,1
there is no customer support,customer support,0
your vegetables are rotten but prices are higher than the market,vegetables,0
when editing a story for instagram or pinterest they are small,pinterest,0
certain items are not available for purchase more than a week,items,0
at this time some features like importing resizing images draggingreordering columns are not available on our mobile apps,images,1
i can not get the previews to load whether its with istock videos from yur library or my own,istock,1
overall an awesome app but there are some worsened features over the latest versions as well as some stupid missing ones on android versions,android,0
